temp,humidity,sealevelpressure,cloudcover,precipprob
24.9,65.8,1010.6,3.8,0
25.3,69.6,1011.4,5.6,0
25.9,69.6,1011.1,13.5,0
26.6,70.4,1011.0,30.3,0
26.8,73.9,1011.6,72.9,0
24.9,77.5,1010.9,34.8,0
24.3,70.9,1012.8,5.8,0
24.1,70.7,1011.2,15.9,0
25.1,69.6,1009.4,17.4,0
26.0,72.0,1009.4,8.3,0
26.4,72.8,1010.6,25.9,0
27.0,73.1,1010.5,16.4,0
26.9,75.2,1010.5,38.8,0
25.3,64.8,1012.1,20.9,0
24.6,70.5,1012.5,23.0,0
23.9,70.6,1012.9,23.7,0
23.1,71.8,1013.8,3.1,0
23.1,73.2,1014.3,7.0,0
23.2,69.1,1014.2,13.8,0
23.3,70.2,1013.9,2.9,0
23.3,70.2,1013.4,4.0,0
23.8,69.7,1013.1,8.9,0
23.6,73.9,1014.1,47.7,0
23.1,89.8,1013.0,70.8,0
23.1,78.7,1016.4,84.2,0
23.2,80.3,1016.4,36.0,0
21.5,74.5,1017.4,15.6,0
20.8,69.4,1016.2,18.9,0
20.4,71.0,1015.0,22.3,0
20.0,70.1,1014.7,28.6,0
19.5,77.4,1015.4,25.6,0
19.8,70.8,1015.1,6.1,0
19.9,77.9,1014.6,8.3,0
18.4,66.9,1016.2,5.9,0
17.0,58.2,1016.1,3.8,0
17.6,71.8,1014.4,5.8,0
19.0,73.5,1012.9,16.2,0
18.9,77.5,1013.2,5.0,0
19.6,78.0,1013.6,19.8,0
20.2,77.9,1014.2,10.6,0
21.0,82.0,1015.9,23.1,0
21.3,83.5,1017.0,28.0,0
21.1,79.9,1016.4,33.2,0
20.7,81.4,1016.5,63.5,0
19.7,82.2,1019.4,15.4,0
19.1,79.3,1018.6,10.8,0
17.9,82.3,1017.3,21.9,0
18.4,77.6,1015.9,15.1,0
17.6,78.0,1016.6,0.9,0
17.9,75.7,1015.8,6.0,0
19.1,73.7,1015.2,2.9,0
20.2,77.5,1015.9,0.4,0
21.3,73.4,1015.7,1.3,0
21.4,79.6,1013.7,1.7,0
21.6,79.6,1014.5,32.3,0
18.3,76.0,1017.2,6.3,0
17.9,78.3,1017.6,0.6,0
18.2,75.4,1015.1,10.2,0
18.2,78.7,1013.0,13.1,0
17.7,74.2,1011.2,10.6,0
19.4,83.2,1010.8,43.9,0
18.8,86.0,1010.5,80.0,0
20.8,87.0,1011.1,61.5,0
19.6,74.9,1013.5,14.7,0
16.9,67.6,1015.5,30.5,0
16.6,70.4,1015.1,0.5,0
17.7,67.8,1012.3,2.5,0
19.9,77.4,1011.2,14.3,0
21.1,74.1,1009.4,21.3,0
21.9,74.9,1011.6,25.6,0
22.8,83.2,1011.3,57.4,0
19.3,74.2,1011.5,47.3,0
18.1,69.8,1015.4,3.2,0
19.0,75.2,1014.8,5.0,0
20.2,78.3,1013.7,19.4,0
21.4,82.6,1014.0,41.2,0
20.1,81.9,1013.5,48.1,0
19.3,65.1,1013.8,0.0,0
19.5,64.8,1012.4,3.3,0
20.0,61.6,1012.0,2.8,0
20.0,65.1,1011.2,0.0,0
20.5,65.1,1009.5,1.8,0
21.7,66.2,1009.4,3.6,0
21.9,62.5,1011.2,0.4,0
22.0,60.8,1011.4,3.6,0
22.5,82.4,1007.7,64.9,0
22.6,66.8,1008.4,32.4,0
23.4,75.7,1012.6,38.3,0
23.7,75.9,1015.2,24.8,0
24.3,81.7,1014.9,39.6,0
24.8,68.2,1015.7,24.9,0
25.3,71.1,1013.5,17.0,0
25.3,67.4,1014.4,5.5,0
25.5,65.6,1013.8,9.3,0
25.2,68.9,1013.6,0.3,0
25.8,64.6,1012.6,11.3,0
26.5,65.1,1010.9,23.0,0
26.4,56.7,1011.5,9.3,0
25.8,59.5,1011.6,4.6,0
26.2,59.6,1010.2,7.0,0
26.5,56.5,1010.4,0.0,0
26.6,55.6,1009.9,4.3,0
26.8,54.7,1009.4,21.5,0
26.7,55.5,1008.9,22.7,0
26.8,54.6,1009.1,29.3,0
27.4,52.5,1008.7,18.7,0
29.1,46.9,1006.5,1.7,0
30.0,45.6,1005.1,0.0,0
29.0,61.5,1006.2,5.4,0
29.2,59.3,1006.9,10.3,0
29.4,47.1,1005.3,0.0,0
28.9,65.4,1004.5,5.8,0
29.1,74.0,1005.1,30.6,0
29.5,74.1,1005.6,21.0,0
29.4,74.0,1005.6,46.1,0
29.1,76.9,1005.2,20.4,0
29.1,78.7,1005.5,66.5,0
29.2,80.2,1006.9,78.8,0
30.7,67.7,1007.0,37.7,0
30.1,74.9,1005.4,41.4,0
29.5,79.1,1006.3,52.1,0
29.6,78.7,1006.8,58.9,0
29.5,79.4,1006.7,56.2,0
29.4,77.7,1008.3,75.9,0
29.5,79.6,1007.8,58.2,0
29.6,76.3,1008.6,60.4,0
29.1,75.9,1010.7,45.1,0
29.3,75.0,1010.5,45.5,0
29.4,77.4,1009.8,35.7,0
29.4,74.5,1007.8,30.4,0
29.6,77.4,1006.3,31.8,0
29.9,77.8,1004.8,36.6,0
30.3,77.0,1004.0,33.9,0
29.9,79.3,1004.8,56.5,0
30.1,78.8,1003.4,41.1,0
30.6,79.5,1001.8,55.6,0
31.4,73.7,1001.8,37.9,0
30.8,76.6,1001.7,46.1,0
30.3,76.2,1003.2,41.6,0
30.7,77.7,1005.0,52.4,0
30.4,77.5,1006.6,53.4,0
30.5,76.5,1005.9,59.0,0
30.6,75.1,1006.1,62.5,0
32.3,65.1,1005.7,32.8,0
33.2,65.6,1003.7,20.2,0
32.8,71.0,1003.6,21.9,0
32.5,74.3,1004.3,29.9,0
32.7,71.0,1004.0,39.5,0
32.3,73.6,1004.9,39.0,0
29.4,75.5,1006.3,60.5,0
30.8,64.1,1005.1,46.6,0
31.6,66.7,1004.5,57.2,0
31.5,73.8,1002.0,60.5,0
32.0,73.8,1002.9,56.9,0
32.2,74.7,1001.2,53.5,0
29.2,70.7,997.6,83.4,0
30.6,73.7,998.9,50.7,0
31.7,67.2,999.7,55.7,0
31.2,74.6,1000.1,71.6,0
30.6,79.5,999.9,71.6,0
30.5,79.4,999.8,84.6,0
32.4,74.6,1001.1,57.8,0
32.2,74.3,1000.6,52.5,0
32.4,73.7,999.7,63.6,0
31.9,74.9,999.1,67.8,0
31.7,79.2,1000.9,55.3,0
32.5,75.5,1001.9,48.5,0
31.8,76.5,1001.7,63.1,0
31.4,77.2,1002.7,79.5,0
29.4,81.1,1000.4,83.3,0
30.7,76.9,1003.8,48.9,0
31.3,73.1,1003.6,56.2,0
30.3,79.4,1001.9,78.3,0
29.9,80.9,1000.9,58.5,0
31.7,73.3,1002.2,44.2,0
30.3,75.6,1002.4,61.2,0
30.9,74.6,1007.1,49.4,0
31.5,72.1,1006.9,50.1,0
31.0,76.0,1005.7,68.6,0
29.4,79.4,1003.0,62.6,0
30.0,76.6,1005.1,51.1,0
30.0,73.1,1005.9,54.6,0
29.5,77.3,1006.5,67.9,0
30.0,77.2,1003.9,53.4,0
30.1,78.3,1004.0,60.0,0
30.3,73.6,1009.6,48.4,0
29.1,74.6,1009.0,41.5,0
28.8,68.3,1010.7,15.1,0
28.2,66.8,1010.7,13.4,0
28.3,72.8,1010.1,40.3,0
27.8,70.6,1011.5,17.3,0
27.9,70.6,1012.3,12.6,0
28.3,70.3,1011.9,14.9,0
25.4,76.7,1008.2,56.0,0
27.0,74.2,1012.2,38.7,0
27.4,70.9,1011.8,41.7,0
26.4,66.7,1011.2,44.3,0
25.5,66.2,1011.0,36.1,0
26.2,67.8,1011.1,17.5,0
27.1,64.9,1011.4,26.4,0
27.5,65.6,1011.9,10.7,0
27.4,60.6,1010.8,14.1,0
25.7,62.2,1011.1,55.3,0
25.9,66.4,1012.4,10.4,0
26.0,68.5,1013.7,27.8,0
26.2,66.9,1013.8,43.0,0
25.9,68.6,1013.4,27.5,0
26.3,69.4,1013.3,34.6,0
25.7,71.1,1013.3,31.1,0
25.9,69.2,1013.4,39.3,0
25.7,65.4,1013.3,33.6,0
25.3,67.6,1013.3,28.0,0
24.1,58.9,1013.0,9.1,0
23.2,58.4,1013.5,0.0,0
23.6,60.5,1012.6,4.0,0
23.6,62.3,1011.5,4.2,0
23.9,64.9,1011.4,0.8,0
23.5,62.6,1012.6,5.0,0
23.1,58.1,1012.3,38.4,0
23.5,64.6,1011.1,44.1,0
24.1,62.2,1010.6,39.3,0
23.2,62.8,1011.3,9.9,0
22.7,63.2,1011.7,6.8,0
22.6,57.5,1011.9,7.3,0
22.8,61.9,1012.2,6.3,0
22.9,63.4,1010.7,2.5,0
22.7,66.0,1009.0,8.8,0
23.0,66.6,1010.2,2.2,0
24.1,64.7,1011.6,24.7,0
25.5,61.5,1012.5,29.5,0
24.2,63.3,1012.3,1.3,0
22.5,62.5,1012.2,0.0,0
21.9,60.0,1012.4,0.0,0
21.5,62.5,1012.7,0.4,0
21.6,65.8,1013.3,0.2,0
21.7,66.2,1012.4,2.2,0
21.2,64.6,1012.1,17.7,0
20.6,68.9,1012.5,40.7,0
21.2,71.1,1012.1,32.5,0
22.6,68.6,1012.1,60.9,0
23.3,64.7,1012.5,27.9,0
22.3,68.2,1012.1,7.0,0
23.5,66.2,1012.0,2.6,0
22.5,66.0,1012.7,0.4,0
21.5,60.2,1012.0,1.3,0
19.9,55.6,1011.8,0.0,0
19.1,59.6,1012.8,5.4,0
20.3,72.5,1012.4,20.0,0
21.6,72.3,1011.4,17.2,0
21.1,71.9,1011.3,10.1,0
21.0,73.0,1012.0,8.0,0
21.2,71.3,1011.8,13.0,0
21.6,65.3,1012.1,6.1,0
22.1,67.0,1012.4,0.0,0
23.8,72.6,1013.0,0.4,0
25.2,75.0,1014.7,4.8,0
22.7,76.6,1015.1,8.7,0
20.0,60.6,1017.0,9.3,0
20.2,67.4,1017.5,4.6,0
21.1,74.5,1016.4,3.1,0
21.3,78.6,1017.3,24.6,0
20.9,74.7,1018.1,11.8,0
18.2,84.3,1018.5,24.3,0
17.7,83.4,1018.4,25.6,0
17.6,79.5,1019.0,11.2,0
17.8,73.9,1018.6,0.0,0
16.9,78.3,1016.5,0.1,0
18.2,76.5,1015.7,2.4,0
19.7,73.3,1016.7,0.0,0
20.2,59.4,1015.5,0.0,0
19.4,62.7,1013.8,0.0,0
19.7,63.2,1012.4,2.1,0
22.4,76.0,1012.5,16.9,0
24.1,80.2,1011.9,47.9,0
22.5,78.8,1012.1,43.2,0
20.2,72.4,1014.1,22.7,0
19.4,73.8,1014.7,27.6,0
19.6,69.7,1017.0,46.5,0
19.5,68.2,1016.1,5.4,0
21.1,68.2,1014.6,6.6,0
22.5,72.8,1014.0,2.2,0
23.9,73.7,1013.0,1.7,0
24.2,80.7,1013.3,7.4,0
25.0,76.4,1013.0,10.2,0
25.3,67.8,1012.4,2.0,0
25.0,71.4,1013.0,1.4,0
24.0,67.6,1012.7,1.8,0
22.1,61.2,1013.2,8.0,0
22.8,70.2,1014.0,4.1,0
23.9,71.6,1012.3,67.6,0
24.2,63.7,1012.3,63.4,0
21.2,65.5,1013.7,7.3,0
20.9,70.6,1013.2,7.7,0
22.0,64.6,1011.5,2.8,0
23.0,60.8,1011.3,3.3,0
23.9,58.5,1011.1,2.8,0
25.2,63.5,1010.2,13.4,0
25.7,70.8,1010.6,24.4,0
25.0,70.8,1011.8,6.7,0
24.0,60.3,1012.3,3.0,0
26.3,68.4,1011.1,19.4,0
27.0,59.9,1011.4,15.9,0
22.3,46.4,1013.1,2.9,0
22.4,52.8,1011.4,0.8,0
23.5,57.1,1012.6,21.4,0
24.7,76.0,1013.6,41.7,0
25.6,79.4,1012.7,46.2,0
27.0,75.7,1011.5,42.4,0
28.1,73.6,1011.5,46.1,0
28.2,75.0,1010.3,33.7,0
28.6,66.1,1010.9,35.9,0
28.5,74.7,1012.3,40.7,0
28.4,69.7,1014.9,42.4,0
28.0,65.7,1016.0,23.5,0
28.1,68.8,1015.6,30.0,0
28.8,56.4,1016.0,12.5,0
28.8,67.0,1016.2,13.5,0
29.6,59.6,1015.7,8.9,0
29.9,47.2,1015.7,0.8,0
30.0,44.0,1015.3,0.4,0
29.8,46.8,1014.6,2.2,0
29.8,43.7,1013.7,1.3,0
29.5,43.3,1014.1,23.7,0
28.5,46.7,1014.8,45.4,0
27.8,53.7,1014.0,43.9,0
27.9,61.3,1013.3,75.4,0
27.0,58.6,1013.5,67.7,0
27.9,58.9,1012.5,22.4,0
29.1,57.9,1011.0,6.6,0
28.7,60.2,1008.9,37.3,0
28.7,63.8,1008.4,55.4,0
27.1,76.5,1007.8,41.1,0
28.2,71.8,1008.9,34.9,0
29.7,74.2,1009.6,48.3,0
29.7,60.6,1006.6,24.1,0
29.9,73.9,1006.9,47.0,0
31.4,50.2,1009.3,32.2,0
31.8,56.5,1010.8,26.6,0
31.9,53.9,1012.1,30.8,0
32.3,50.4,1011.4,24.2,0
32.6,59.1,1009.4,25.0,0
33.3,52.6,1009.0,22.1,0
33.0,49.2,1008.0,8.8,0
34.0,63.8,1006.1,31.0,0
34.8,59.0,1005.1,45.1,0
34.4,61.4,1005.7,20.3,0
33.0,74.2,1006.4,26.1,0
33.9,66.7,1003.1,42.3,0
33.9,65.4,1000.7,40.7,0
31.6,46.9,1003.9,48.6,0
28.6,70.5,1009.8,46.9,0
30.9,65.2,1007.7,42.3,0
26.3,77.1,1008.2,75.8,0
29.6,63.8,1008.5,52.3,0
29.2,73.9,1008.1,64.9,0
31.7,67.5,1004.2,54.0,0
33.1,60.1,1004.2,16.3,0
33.8,60.7,1003.6,29.6,0
33.9,60.2,1003.9,46.2,0
33.3,63.9,1004.2,49.3,0
32.8,66.6,1005.8,29.9,0
31.8,72.4,1005.8,65.2,0
30.6,74.0,1003.9,83.5,0
30.8,62.7,999.7,62.7,0
31.8,72.8,1006.2,42.4,0
31.1,71.2,1005.1,46.5,0
32.1,77.7,1005.7,52.2,0
31.6,70.2,1006.4,42.1,0
28.3,80.0,1005.3,61.7,0
30.8,72.1,1006.3,42.7,0
32.3,64.9,1007.1,26.1,0
32.9,67.4,1006.2,33.9,0
33.1,69.3,1004.3,45.2,0
33.9,64.2,1003.1,39.5,0
33.6,64.9,1003.0,37.2,0
33.6,69.5,1004.0,39.6,0
33.3,72.0,1003.7,48.9,0
33.7,66.8,1002.4,37.3,0
33.8,67.7,1001.2,37.9,0
33.7,65.5,1000.6,52.9,0
32.6,78.4,1000.3,75.8,0
28.8,79.8,998.4,91.2,0
32.1,74.0,997.5,61.9,0
33.6,69.3,997.9,48.3,0
33.5,75.7,998.8,53.4,0
31.1,83.3,1002.1,77.0,0
31.7,78.7,1002.2,68.3,0
31.5,78.0,1001.5,50.7,0
31.1,78.0,1003.7,55.2,0
31.0,81.4,1003.3,70.7,0
30.5,78.9,1001.8,77.5,0
29.7,82.3,1004.2,86.8,0
30.5,78.1,1004.7,51.7,0
30.6,80.9,1003.9,61.8,0
30.3,83.2,1003.5,82.0,0
30.9,76.9,1001.4,67.8,0
31.7,73.5,1001.8,61.9,0
31.5,75.7,1003.9,73.2,0
31.1,82.3,1004.6,69.1,0
29.9,82.2,1001.5,83.0,0
30.5,82.1,1002.5,53.6,0
30.7,81.0,1001.6,67.4,0
31.2,78.2,1003.1,43.1,0
30.3,80.9,1006.0,50.8,0
30.8,79.6,1005.4,53.0,0
29.1,82.8,1006.2,47.7,0
30.3,79.5,1007.7,43.6,0
31.2,74.6,1008.6,50.8,0
31.4,71.3,1009.0,34.2,0
31.4,70.3,1009.1,37.5,0
30.8,71.2,1010.9,36.2,0
30.2,68.3,1012.0,28.2,0
29.9,70.0,1011.2,32.0,0
29.5,68.3,1009.9,27.0,0
29.2,70.0,1010.7,29.6,0
28.9,73.9,1011.6,32.3,0
28.8,76.4,1012.2,32.2,0
28.2,72.3,1012.9,26.1,0
27.7,70.0,1013.4,16.7,0
27.4,70.6,1013.5,13.0,0
27.6,75.0,1013.3,66.8,0
27.6,80.1,1011.6,42.1,0
27.9,76.9,1012.5,28.3,0
27.2,77.8,1012.2,56.8,0
26.8,74.8,1012.8,37.9,0
26.4,70.4,1012.6,34.0,0
26.6,71.6,1013.0,24.3,0
27.7,70.8,1013.9,24.2,0
28.3,70.7,1013.1,28.7,0
27.2,75.1,1011.3,58.1,0
27.3,76.4,1013.2,49.3,0
26.9,66.0,1014.2,27.9,0
25.9,69.7,1013.4,26.7,0
25.9,66.2,1012.9,12.1,0
25.9,68.7,1013.3,6.7,0
25.6,70.5,1014.4,5.4,0
25.7,70.8,1014.7,6.2,0
25.8,72.9,1015.0,6.1,0
25.4,70.9,1015.0,2.9,0
25.3,70.1,1014.7,32.8,0
25.6,68.0,1014.7,54.1,0
24.6,83.1,1012.3,79.7,0
24.5,78.9,1014.0,39.7,0
25.1,74.4,1014.9,34.6,0
25.3,69.1,1014.8,39.6,0
25.7,66.5,1013.4,49.5,0
24.0,67.8,1013.0,20.8,0
23.1,70.9,1012.8,8.4,0
23.5,71.0,1013.6,19.0,0
23.9,69.3,1015.1,39.6,0
24.1,67.1,1015.8,22.2,0
24.0,70.3,1014.5,46.5,0
25.3,62.3,1013.1,33.3,0
24.6,74.1,1013.7,44.3,0
24.6,76.4,1014.5,22.7,0
25.0,66.2,1014.0,9.4,0
24.7,69.8,1014.2,33.4,0
24.5,72.3,1014.5,57.1,0
23.9,74.7,1013.4,81.6,0
20.8,88.2,1012.5,74.9,0
21.6,80.7,1014.0,27.7,0
21.0,71.8,1013.3,8.1,0
20.1,66.8,1014.3,0.0,0
20.1,69.8,1013.0,6.6,0
20.2,65.9,1014.3,14.2,0
19.7,66.3,1016.5,22.9,0
18.7,68.7,1016.9,8.0,0
18.9,66.9,1015.5,0.0,0
18.7,65.3,1015.6,4.7,0
18.6,66.6,1016.5,17.0,0
18.6,64.1,1017.2,24.2,0
19.0,68.1,1016.1,19.5,0
19.3,67.1,1015.1,30.6,0
20.0,73.8,1015.1,13.0,0
20.6,77.6,1016.7,50.8,0
20.0,82.5,1018.0,41.4,0
19.8,79.1,1017.0,8.4,0
20.8,76.0,1017.1,18.5,0
21.2,75.3,1017.6,22.8,0
20.7,77.0,1016.7,19.8,0
20.9,75.8,1016.6,17.1,0
20.9,72.9,1015.7,20.6,0
18.8,78.9,1016.0,24.4,0
18.3,80.6,1015.9,3.1,0
16.7,76.2,1016.0,1.3,0
18.1,73.5,1015.3,7.7,0
19.0,74.1,1015.3,3.5,0
19.5,70.8,1016.0,1.2,0
19.5,71.2,1016.6,7.5,0
20.1,75.3,1017.2,0.5,0
19.2,79.6,1017.5,3.5,0
18.6,78.3,1016.6,10.4,0
19.6,71.2,1014.9,10.9,0
19.2,74.1,1016.4,5.0,0
16.2,76.5,1016.2,5.8,0
15.6,72.7,1015.9,26.7,0
15.6,76.1,1015.2,0.0,0
14.4,84.4,1015.2,54.2,0
15.7,82.2,1014.8,17.7,0
15.0,85.9,1015.0,21.0,0
18.6,83.8,1016.2,65.8,0
16.2,82.6,1016.5,26.4,0
17.3,80.3,1016.0,65.7,0
15.0,78.8,1018.2,34.4,0
16.8,70.1,1016.7,29.8,0
17.8,78.1,1018.7,43.2,0
17.4,70.2,1019.5,11.2,0
17.9,60.3,1019.1,27.8,0
17.9,63.4,1018.7,29.2,0
19.1,65.4,1017.2,33.0,0
21.2,75.9,1015.6,31.6,0
22.2,70.3,1016.0,12.0,0
21.7,66.1,1017.1,4.3,0
22.8,67.5,1016.6,20.1,0
23.6,83.5,1015.7,67.4,0
21.8,72.0,1016.2,41.3,0
20.5,56.2,1016.2,26.8,0
18.9,56.2,1018.6,20.1,0
19.5,58.4,1018.7,0.1,0
20.7,58.3,1018.8,11.4,0
22.1,62.0,1018.7,45.2,0
22.3,67.9,1018.2,60.9,0
22.9,72.1,1016.7,52.7,0
23.4,77.4,1017.0,29.0,0
23.0,69.1,1014.3,5.9,0
23.8,73.6,1013.5,21.1,0
25.4,76.5,1013.2,38.0,0
26.5,79.3,1010.7,52.4,0
22.5,66.5,1015.5,62.5,0
22.8,64.5,1016.0,14.9,0
23.7,55.4,1014.8,37.9,0
25.1,64.3,1012.4,22.0,0
25.2,59.5,1013.5,18.6,0
25.2,60.2,1014.0,8.8,0
25.8,60.6,1012.9,7.7,0
26.8,69.2,1012.4,48.7,0
26.2,65.2,1012.5,56.4,0
26.4,68.3,1012.5,24.2,0
24.7,60.4,1012.9,7.9,0
23.5,56.4,1012.3,50.7,0
24.8,51.6,1012.6,13.6,0
24.8,51.4,1013.4,3.6,0
24.7,51.5,1014.9,0.0,0
26.0,50.5,1014.3,2.1,0
28.1,73.2,1011.7,31.3,0
28.7,71.7,1011.3,51.5,0
29.1,78.0,1010.9,74.0,0
25.8,76.5,1013.1,59.8,0
23.8,76.2,1009.9,45.2,0
27.0,73.7,1008.4,33.0,0
29.2,73.4,1010.0,47.8,0
29.5,77.4,1012.1,48.6,0
32.6,56.3,1005.5,14.7,0
31.9,60.5,1005.3,14.3,0
31.7,67.2,1007.2,27.7,0
31.2,76.9,1006.7,39.4,0
31.9,77.3,1005.1,53.7,0
32.0,76.6,1005.6,26.3,0
28.3,63.3,1010.0,69.3,0
29.6,54.5,1010.0,52.4,0
29.9,63.0,1010.0,62.1,0
28.4,64.5,1011.2,76.2,0
30.0,55.1,1010.8,55.9,0
31.6,52.3,1010.0,43.8,0
32.6,49.4,1009.8,43.0,0
32.9,59.6,1008.8,32.0,0
34.2,57.0,1006.0,23.2,0
34.2,60.6,1004.4,28.3,0
34.8,47.5,1004.0,13.1,0
34.8,47.0,1001.9,15.4,0
34.1,62.7,1001.6,14.0,0
34.4,62.2,1002.7,37.8,0
34.7,49.9,1004.7,49.4,0
34.9,47.2,1003.6,35.5,0
35.5,44.8,1004.1,25.8,0
33.8,68.4,1004.0,16.7,0
34.3,64.4,1004.1,25.3,0
35.3,57.9,1004.3,36.2,0
35.8,46.8,1004.8,21.1,0
35.9,43.8,999.8,24.1,0
33.7,60.9,1004.3,28.2,0
32.6,71.8,1004.6,50.3,0
32.7,72.1,1002.1,45.7,0
27.0,80.4,1008.7,68.6,0
28.8,75.3,1009.2,47.3,0
30.9,71.9,1008.6,48.4,0
32.0,68.5,1009.1,37.6,0
32.7,69.7,1008.0,63.8,0
33.3,69.1,1006.0,53.6,0
32.7,71.1,1002.8,67.8,0
30.2,79.8,1004.1,54.4,0
32.2,72.6,1000.9,39.6,0
32.5,73.2,998.4,47.3,0
30.3,84.5,996.7,76.8,0
32.2,81.9,997.6,76.8,0
32.1,81.8,1000.2,78.8,0
31.0,83.5,1003.7,71.8,0
31.9,79.7,1003.9,66.8,0
31.3,75.0,1003.4,72.5,0
31.4,75.8,1003.7,44.6,0
32.5,73.8,1002.1,41.4,0
32.3,74.5,1000.8,41.7,0
33.5,76.2,999.8,33.9,0
33.6,75.1,1000.4,33.5,0
32.6,78.4,1000.3,45.4,0
32.1,79.6,1000.0,52.0,0
32.9,76.5,998.7,50.9,0
32.8,74.6,1000.8,50.7,0
32.8,78.7,1000.9,67.7,0
31.4,81.7,998.1,77.1,0
31.6,80.2,1000.1,56.1,0
32.2,77.1,999.3,58.1,0
32.0,75.2,1000.2,64.6,0
30.4,83.2,1000.5,74.9,0
31.5,75.9,1003.8,60.0,0
29.8,81.8,1004.1,46.3,0
31.2,75.2,1001.9,52.6,0
29.2,85.2,1004.2,59.8,0
30.1,76.9,1004.1,40.4,0
31.3,77.9,1003.6,53.3,0
32.4,75.9,1003.3,49.0,0
30.9,81.7,1008.1,52.5,0
31.8,79.2,1006.7,52.5,0
32.1,77.8,1004.2,65.2,0
29.1,82.6,1009.8,62.0,0
29.0,80.7,1008.7,66.0,0
30.6,77.5,1009.8,51.7,0
29.9,74.9,1010.3,38.5,0
29.7,75.2,1009.9,48.2,0
28.1,79.8,1011.8,52.9,0
27.9,79.4,1010.7,51.0,0
28.3,75.7,1010.0,40.6,0
29.2,78.3,1007.7,44.7,0
29.3,76.5,1008.5,39.9,0
29.9,78.7,1010.3,42.2,0
29.5,73.1,1011.4,38.5,0
28.6,72.9,1012.2,27.1,0
28.0,75.3,1012.3,33.0,0
27.8,76.7,1011.9,34.8,0
27.6,74.9,1013.1,41.0,0
27.9,73.3,1012.6,39.8,0
27.5,74.3,1012.6,30.8,0
27.1,73.9,1012.6,22.5,0
27.0,69.9,1012.9,21.9,0
26.9,71.4,1012.6,46.3,0
26.7,69.6,1012.1,42.2,0
26.2,69.7,1011.6,28.0,0
25.8,67.7,1012.7,17.9,0
25.4,62.4,1012.3,4.2,0
24.4,59.6,1011.8,2.1,0
24.2,61.9,1011.9,7.7,0
23.2,62.9,1012.6,6.0,0
23.4,64.4,1013.3,18.6,0
23.8,69.6,1012.5,33.1,0
24.5,65.2,1012.5,48.5,0
23.8,65.4,1012.6,21.7,0
23.4,63.6,1013.8,35.3,0
22.6,65.8,1014.1,22.9,0
21.8,70.6,1013.9,24.4,0
21.9,69.1,1013.2,19.6,0
22.6,71.4,1012.4,34.1,0
23.1,70.2,1013.3,37.8,0
23.5,69.3,1011.1,84.5,0
23.4,65.9,1012.8,48.1,0
22.8,67.4,1012.7,0.8,0
23.2,63.4,1012.4,6.6,0
22.1,61.4,1012.2,4.2,0
21.3,62.7,1012.7,1.7,0
21.0,62.0,1012.9,9.8,0
20.7,75.6,1013.5,29.9,0
18.7,76.7,1014.8,27.5,0
19.0,66.0,1013.2,15.6,0
18.7,64.6,1013.9,18.7,0
18.5,59.1,1015.7,13.8,0
18.7,56.9,1016.2,1.0,0
19.5,67.3,1014.8,1.5,0
21.2,64.4,1014.0,28.0,0
20.8,65.3,1013.3,49.0,0
